,Cafe_link-href,Adress_clean,lat,lon
142,https://moskvichmag.ru/restorany-i-bary/spetsmenyu-v-champ-posvyashheno-blyudam-moskovskih-traktirov-stoletnej-davnosti-i-eto-nuzhno-sest/,"г Москва, ул Неглинная, д 14 стр 1а",55.7642245,37.6203674
143,https://moskvichmag.ru/restorany-i-bary/tolko-tseny-mogut-pomeshat-obedat-v-t1-s-izrailskoj-kuhnej-kazhdyj-den/,"г Москва, ул Большая Никитская, д 24/1 стр 6",55.7571355,37.6021208
144,https://moskvichmag.ru/restorany-i-bary/u-gyoza-bar-na-nikitskom-bulvare-est-vse-shansy-stat-kachestvennoj-setyu-pelmennyh/,"г Москва, б-р Никитский, д 12",55.7553212,37.6005218
146,https://moskvichmag.ru/restorany-i-bary/v-podvale-na-b-nikitskoj-ester-tel-avivskie-retsepty-ekoatmosfera-i-idealnyj-sup-dlya-oseni/,"г Москва, ул Большая Никитская, д 22/2",55.7570144,37.6028697
147,https://moskvichmag.ru/restorany-i-bary/v-restorane-sapiens-zhdut-tolko-predstavitelej-vysshej-stupeni-evolyutsii-cheloveka/,"г Москва, ул Льва Толстого, д 16",55.7337695,37.5881476
148,https://moskvichmag.ru/restorany-i-bary/luchshe-gruzinskoj-kuhni-mozhet-byt-tolko-sezonnoe-menyu-v-gruzinskom-vinnom-megobari/,"г Москва, ул Маросейка, д 15",55.7579723,37.6367992
149,https://moskvichmag.ru/restorany-i-bary/plyus-enzo-na-m-nikitskoj-v-menyu-vsya-italiya-minus-hronicheskij-perebor-s-solyu/,"г Москва, ул Малая Никитская, д 24 стр 1",55.7592814,37.5874297
150,https://moskvichmag.ru/restorany-i-bary/plyus-happy-end-barkitchen-pravilnyj-benedikt-na-zavtrak-minus-rabotaet-ne-kazhdyj-den/,"г Москва, пер Спиридоньевский, д 9 стр 1",55.7624439,37.5941675
151,https://moskvichmag.ru/restorany-i-bary/plyus-kofejni-22-cups-na-novinskom-salat-s-forelyu-minusy-pochti-vse-ostalnoe/,"г Москва, б-р Новинский, д 22",55.7566251,37.5848318
152,https://moskvichmag.ru/restorany-i-bary/plyusy-chevapi-gril-chorba-za-180-rublej-pleskavitsa-za-380-i-vse-ostalnoe-minusov-nol/,"г Москва, ул Шаболовка, д 30/12",55.7193696,37.6082547
153,https://moskvichmag.ru/restorany-i-bary/primorskoe-nastroenie-i-nevysokie-tseny-kaspijki-to-chto-nuzhno-moskve-imenno-sejchas/,"г Москва, ул Мясницкая, д 24/7 стр 2",55.763402,37.6359845
155,https://moskvichmag.ru/restorany-i-bary/chow-chow-na-zabelina-obrechen-na-uspeh-blagodarya-udachnomu-raspolozheniyu-i-panaziatskim-hitam/,"г Москва, ул Забелина, д 1А",55.754654,37.637758
156,https://moskvichmag.ru/restorany-i-bary/fish-kultura-pedaliruet-temu-dostupnyh-tsen-no-srednij-chek-vse-ravno-plyashet-ot-2500-r/,"г Москва, ул Покровка, д 21-23/25 стр 1",55.7596771,37.6471778
157,https://moskvichmag.ru/restorany-i-bary/v-saviv-na-petrovke-harakternyj-gul-mesta-gde-lyudi-edyat-s-appetitom/,"г Москва, ул Петровка, д 30/7",55.7681462,37.6143906
158,https://moskvichmag.ru/restorany-i-bary/v-kafe-lyalin-8-umeyut-pochti-nevozmozhnoe-gotovit-pravilnyj-desert-krem-katalana/,"г Москва, пер Лялин, д 8 стр 2",55.7600538,37.6512037
160,https://moskvichmag.ru/restorany-i-bary/dazhe-stolovaya-kremlevskij-s-sovetskoj-kuhnej-sdaetsya-pod-naporom-frikadelek-kak-v-ikee/,"г Москва, ул 1-я Тверская-Ямская, д 3 стр 1",55.7707977,37.5943804
161,https://moskvichmag.ru/restorany-i-bary/italyanskij-pravda-italia-na-lva-tolstogo-pravdivo-no-ne-bolee-togo/,"г Москва, ул Льва Толстого, д 16",55.7337695,37.5881476
162,https://moskvichmag.ru/restorany-i-bary/kruassany-v-bulochnoj-sandra-bulok-mozhno-smelo-nazvat-idealnymi/,"г Москва, наб Садовническая, д 80",55.7373835,37.6400697
163,https://moskvichmag.ru/restorany-i-bary/menyu-dlya-sobak-v-piri-piri-ne-huzhe-a-v-chem-to-dazhe-poleznee-obychnogo-dlya-lyudej/,"г Москва, ул Петровка, д 23/10 стр 5",55.7660601,37.6151212
164,https://moskvichmag.ru/restorany-i-bary/na-pokrovke-teper-mozhno-provalitsya-v-polnyj-dekadans-s-pomoshhyu-kagora-na-topolinyh-pochkah/,"г Москва, ул Покровка, д 9 стр 1",55.7591258,37.6428607
166,https://moskvichmag.ru/restorany-i-bary/humus-vprikusku-s-simitom-v-bare-krivokolennyj-povod-vspomnit-otpusk-v-stambule/,"г Москва, пер Кривоколенный, д 9 стр 3",55.7627733,37.6379324
167,https://moskvichmag.ru/restorany-i-bary/tihij-i-igristyj-bar-v-podvorotne-s-aristokraticheskim-i-bogemnym-ogonkom-odnovremenno/,"г Москва, пер Большой Спасоглинищевский, д 9/1 стр 10",55.7550771,37.6373191
168,https://moskvichmag.ru/restorany-i-bary/v-amy-idealnaya-eda-dlya-devushek-s-patrikov-tyanushhihsya-k-sovremennomu-iskusstvu/,"г Москва, пер Спиридоньевский, д 12/9",55.7628469,37.5961678
169,https://moskvichmag.ru/restorany-i-bary/v-marmo-k-mramornoj-govyadine-otnosyatsya-tak-kak-ona-togo-zasluzhivaet/,"г Москва, пер Рыбников, д 1",55.7675743,37.6325821
170,https://moskvichmag.ru/restorany-i-bary/v-underdog-zavtraki-bezbozhno-vrednye-vkusnye-i-pozdnie-do-chetyreh-dnya/,"г Москва, ул Маросейка, д 6/8 стр 1",55.7574733,37.6343415
172,https://moskvichmag.ru/restorany-i-bary/v-bare-sangre-fresca-gotovit-meksikanets-a-nalivayut-pitertsy-itog-modnejshee-mesto-moskvy/,"г Москва, пер Ермолаевский, д 10/7",55.7637006,37.5906241
173,https://moskvichmag.ru/restorany-i-bary/v-pervom-moskovskom-restorane-tashkentskoj-seti-shashleek-shashlyki-podayutsya-brutalno/,"г Москва, ул Новый Арбат, д 36 стр 3",55.7530998,37.5759108
174,https://moskvichmag.ru/restorany-i-bary/glavnyj-attraktsion-meat-coin-myaso-v-pishhevom-zolote-no-prosto-salaty-i-kebaby-tozhe-horoshi/,"г Москва, пер 1-й Николощеповский",55.7485767,37.5813075
175,https://moskvichmag.ru/restorany-i-bary/kazarechche-s-ragu-iz-yagnenka-v-ave-pasta-v-dome-kompozitorov-prosto-pesnya/,"г Москва, пер Брюсов, д 8/10 стр 2",55.7592993,37.6090643
176,https://moskvichmag.ru/restorany-i-bary/lyubiteli-pitsts-i-bruskett-seti-mates-teper-mogut-sest-ih-i-v-hamovnikah/,"г Москва, ул Усачёва, д 11А",55.726937,37.5704365
177,https://moskvichmag.ru/restorany-i-bary/pohozhij-odnovremenno-na-peshheru-i-kosmicheskuyu-stantsiyu-soma-delaet-upor-na-rybe-i-igristom/,"г Москва, б-р Петровский, д 14",55.7671553,37.6198761
178,https://moskvichmag.ru/restorany-i-bary/jojo-bar-na-sretenke-ponravitsya-poklonnikam-komiksov-i-smelyh-rollov/,"г Москва, ул Сретенка, д 36",55.7714183,37.6330643
179,https://moskvichmag.ru/restorany-i-bary/affogato-v-to-to-mozhet-pretendovat-na-zvanie-luchshego-deserta-moskovskogo-leta/,"г Москва, пер Столешников, д 7 стр 3",55.7636532,37.6138331
180,https://moskvichmag.ru/restorany-i-bary/bar-dude-obyazyvayushhee-nazvanie-ne-opravdyvayushhij-ego-do-kontsa-interer-no-prilichnye-hot-dogi/,"г Москва, ул 4-я Тверская-Ямская, д 6/12",55.7724995,37.5975786
181,https://moskvichmag.ru/restorany-i-bary/bar-hitachi-zanimaet-vsego-20-kv-m-no-eto-moskovskaya-rezidentsiya-sake/,"г Москва, ул Новый Арбат, д 5",55.7527045,37.5980457
182,https://moskvichmag.ru/restorany-i-bary/v-champ-na-neglinnoj-stoit-idti-za-krem-bryule-iz-fua-gra-supom-garbyur-i-konechno-shampanskim/,"г Москва, ул Неглинная, д 14 стр 1а",55.7642245,37.6203674
183,https://moskvichmag.ru/restorany-i-bary/v-loona-zakazyvajte-lazanyu-iz-pechi-tsyplenka-s-sousom-iz-gorgondzoly-potom-vse-ostalnoe/,"г Москва, б-р Тверской, д 24 стр 1",55.7623523,37.6039033
184,https://moskvichmag.ru/restorany-i-bary/v-nome-na-b-dmitrovke-s-ego-kachchukko-i-spagetti-s-bottargoj-est-oshhushhenie-chto-vse-horosho/,"г Москва, ул Дмитровка Б., д 23 стр 1",55.7657343,37.6096096
185,https://moskvichmag.ru/restorany-i-bary/v-soul-horosho-sidet-na-verande-rannim-utrom-s-portsiej-syrnikov-s-fistashkovoj-karamelyu/,"г Москва, пер Кривоколенный, д 10 стр 4",55.7611998,37.6358996
186,https://moskvichmag.ru/restorany-i-bary/v-white-vo-dvorah-yauzskogo-bulvara-mnogo-solntsa-zdorovaya-eda-i-predskazuemo-vysokie-tseny/,"г Москва, пер Подколокольный, д 16 стр 3",55.7517888,37.6449495
187,https://moskvichmag.ru/restorany-i-bary/v-moya-pyanaya-babushka-letit-v-singapur-potreblenie-shotov-i-dim-samov-pooshhryaetsya-materialno/,"г Москва, ул Большая Никитская, д 14",55.7566243,37.605913
188,https://moskvichmag.ru/restorany-i-bary/v-bare-delo-ne-v-vine-na-marosejke-delo-v-midiyah-salate-s-utkoj-i-hot-doge-s-dzadziki/,"г Москва, ул Маросейка, д 13 стр 1",55.7582826,37.6366969
189,https://moskvichmag.ru/restorany-i-bary/vkus-tsentra-potyanulsya-v-promzony-ogorod-otkrylsya-za-savelovskim-na-radost-mestnym/,"г Москва, ул Новодмитровская, д 2 к 5",55.8034226,37.5911639
190,https://moskvichmag.ru/restorany-i-bary/dazhe-ne-dumajte-nazyvat-moskovskie-pyshki-ponchikami/,"г Москва, ул Новый Арбат, д 5",55.7527045,37.5980457
191,https://moskvichmag.ru/restorany-i-bary/radio-na-supermetalle-nazyvaet-sebya-gastronomicheskoj-oranzhereej-mestami-ne-zrya/,"г Москва, ул 2-я Бауманская, д 9/23",55.763341,37.683554
192,https://moskvichmag.ru/restorany-i-bary/yug-22-predlagaet-nalopatsya-delikatesov-v-maksimalno-ekzoticheskom-ispolnenii/,"г Москва, пер Никитский, д 22/2",55.7572113,37.6104449
193,https://moskvichmag.ru/restorany-i-bary/v-cape-na-patriarshih-otlichnye-yakitori-losos-i-tako-s-paltusom-ot-zvezdnogo-shefa-iz-yuar/,"г Москва, пер Большой Палашёвский, д 2/12",55.7632117,37.5969874
194,https://moskvichmag.ru/restorany-i-bary/v-la-virgen-tako-nachos-i-micheladam-mozhno-doveryat-ih-gotovit-shef-meksikanets/,"г Москва, проезд Лубянский, д 5 стр 1",55.7586973,37.6297269
195,https://moskvichmag.ru/restorany-i-bary/v-oui-na-b-dmitrovke-komanda-kofeen-dablbi-skoree-udachno-osvoila-zhanr-bistro/,"г Москва, ул Дмитровка Б., д 7/5 стр 1",55.7605315,37.6144564
196,https://moskvichmag.ru/restorany-i-bary/v-moskve-bum-na-hot-dogi-kakie-luchshe-v-est-1993-ili-v-hot-dog-bulldog/,"г Москва, пер Боярский, д 3/4 стр 1",55.7682006,37.6471696
197,https://moskvichmag.ru/restorany-i-bary/v-menyu-panaziatskogo-bingsu-probralis-puhlye-rolly-dlya-nashego-cheloveka-vyrosshego-na-olive/,"г Москва, пер Банковский, д 2/5",55.7622031,37.6350565
198,https://moskvichmag.ru/restorany-i-bary/v-modnyj-i-dorogoj-345-na-b-nikitskoj-stoit-idti-za-okeanicheskoj-ryboj/,"г Москва, ул Большая Никитская, д 22/2",55.7570144,37.6028697
199,https://moskvichmag.ru/restorany-i-bary/v-oboih-mates-posle-obnovleniya-menyu-stoit-brat-syrniki-so-sgushhenkoj-i-oladi-s-povidlom/,"г Москва, ул Бронная М., д 16",55.7617064,37.5964888
200,https://moskvichmag.ru/restorany-i-bary/voskreshenie-bijou-bar-na-2-j-brestskoj-raduet-no-utinuyu-nozhku-konfi-luchshe-ne-zakazyvat/,"г Москва, ул 2-я Брестская, д 39 стр 3",55.773957,37.5845179
201,https://moskvichmag.ru/restorany-i-bary/golubtsy-s-langustinami-i-doshik-po-burzhujski-zojka-na-patriarshih-poluchilas-huliganskoj/,"г Москва, пер Большой Патриарший, д 8 стр 1",55.7629347,37.5927075
202,https://moskvichmag.ru/restorany-i-bary/na-verande-lila-italy-smelo-berite-pastu-bukatini-s-krabom-i-tomatom-ne-oshibetes/,"г Москва, ул Сретенка, д 22/1 стр 1",55.7694292,37.6326177
203,https://moskvichmag.ru/restorany-i-bary/u-arendy-genialnyj-hod-v-odnom-zdanii-chetyre-zavedeniya-gde-mozhno-poest-po-raznomu/,"г Москва, пер Большой Трёхсвятительский, д 2/1 стр 5",55.755063,37.644664
204,https://moskvichmag.ru/restorany-i-bary/battuta-dostupnoe-bistro-s-uporom-na-myaso-no-mozhno-prismotretsya-i-k-ovoshhnym-predlozheniyam/,"г Москва, ул Новокузнецкая, д 39",55.732408,37.6354816
205,https://moskvichmag.ru/restorany-i-bary/san-tot-samyj-rovnyj-spokojnyj-restoran-na-myasnitskoj-kuda-umestno-privesti-roditelej/,"г Москва, ул Мясницкая, д 23",55.765084,37.636056
206,https://moskvichmag.ru/restorany-i-bary/doktorskaya-kolbasa-fermera-klimova-ne-vyzyvaet-voprosa-iz-chego-ona-sdelana/,"г Москва, Марушкинское п, д Крёкшино, ул Фермерская",55.5911553,37.1396057
207,https://moskvichmag.ru/restorany-i-bary/tsvety-soli-iz-salon-de-the-de-paris-nuzhny-chtoby-sdelat-zhizn-slashhe/,"г Москва, ул Охотный Ряд, д 2",55.7571308,37.6171584
208,https://moskvichmag.ru/restorany-i-bary/v-folk-mozhno-otkryt-dlya-sebya-privychnuyu-kuhnyu-kavkaza-blizhnego-vostoka-i-srednej-azii-zanovo/,"г Москва, б-р Цветной, д 2",55.7679448,37.6234744
209,https://moskvichmag.ru/restorany-i-bary/v-jpan-do-kontsa-aprelya-eda-stala-rozovoj-v-chest-tsveteniya-sakury/,"г Москва, ул Трубная, д 21",55.7705205,37.6249784
210,https://moskvichmag.ru/restorany-i-bary/v-lou-lou-na-m-bronnoj-dobrotnaya-klassicheskaya-eda-frantsuzskogo-bistro-chto-ne-tyanet-na-sobytie/,"г Москва, ул Бронная М., д 10 стр 1",55.7607268,37.5967828
211,https://moskvichmag.ru/restorany-i-bary/v-bistro-patriki-ponyatnaya-i-tipichnaya-eda-dlya-publiki-s-maloj-bronnoj/,"г Москва, ул Бронная М., д 21/13 стр 2",55.7627515,37.5945116
212,https://moskvichmag.ru/restorany-i-bary/v-bistro-rudi-na-novoslobodskoj-rodinu-rudolfa-valentino-napominaet-menyu-no-ne-vid-iz-okna/,"г Москва, ул Новослободская, д 24А стр 2",55.7832437,37.5993769
213,https://moskvichmag.ru/restorany-i-bary/v-tsentre-tak-ne-umeyut-luchshij-falafel-v-moskve-gotovyat-v-kremle-v-izmajlovo/,"г Москва, ш Измайловское, д 73Ж стр 8",55.7943,37.753425
214,https://moskvichmag.ru/restorany-i-bary/doloj-biznes-lanchi-dom-kultur-predlagaet-vspomnit-staryj-dobryj-obed/,"г Москва, ул Сретенка, д 25",55.7696336,37.6322195
216,https://moskvichmag.ru/restorany-i-bary/novyj-bambini-idealen-dlya-koktejlya-pered-uzhinom/,"г Москва, пер Кривоколенный, д 9 стр 1",55.7627684,37.6371885
218,https://moskvichmag.ru/restorany-i-bary/bagebi-umestno-eksperimentiruet-s-gruzinskoj-edoj-chto-ponyatno-sovladelets-vasilij-tsereteli/,"г Москва, ул Пречистенка, д 19/11 стр 2",55.7409685,37.5935422
220,https://moskvichmag.ru/restorany-i-bary/lumicino-derzhitsya-na-italyanskih-retseptah-uilliama-lamberti-chuvstve-yumora-i-vysokih-tsenah/,"г Москва, ул Большая Никитская, д 58",55.7586813,37.5865894
221,https://moskvichmag.ru/restorany-i-bary/rake-redkoe-yavlenie-v-moskve-dorogoj-restoran-sovremennoj-amerikanskoj-kuhni/,"г Москва, ул Валовая, д 26",55.7306303,37.6281973
222,https://moskvichmag.ru/restorany-i-bary/alenka-na-pushkinskoj-priplyusovalas-k-tovarishhestvu-i-nachala-novuyu-zhizn/,"г Москва, б-р Страстной, д 2",55.765031,37.6070651
223,https://moskvichmag.ru/restorany-i-bary/uzory-predlagayut-est-tom-yam-i-ugrya-v-masterskoj-uspeshnogo-hudozhnika/,"г Москва, наб Краснопресненская, д 2/1",55.7546024,37.5690016
224,https://moskvichmag.ru/restorany-i-bary/v-alpaca-zapivaem-golubye-midii-s-ikroj-letuchih-ryb-napitkom-iz-zeren-fioletovoj-kukuruzy/,"г Москва, пер Потаповский, д 14",55.7595446,37.6413592
225,https://moskvichmag.ru/restorany-i-bary/v-maya-na-b-nikitskoj-prigotovlennye-na-uglyah-blyuda-pahnut-kostrom-i-vyzyvayut-uvazhenie/,"г Москва, ул Большая Никитская, д 24/1 стр 6",55.7571355,37.6021208
226,https://moskvichmag.ru/restorany-i-bary/v-piri-piri-na-petrovke-vintazhno-bogemno-pyano-i-sytno-spasibo-velosipednoj-kuritse/,"г Москва, ул Петровка, д 23/10 стр 5",55.7660601,37.6151212
227,https://moskvichmag.ru/restorany-i-bary/v-verd-na-maloj-pirogovskoj-horosho-pozdno-zavtrakat-ovoshhnym-ragu-pisto-s-yajtsom/,"г Москва, ул Малая Пироговская, д 8",55.729669,37.570486
228,https://moskvichmag.ru/restorany-i-bary/v-bare-marie-laveau-na-petrovke-kreolskaya-dzhambalajya-i-smes-romov-vas-okolduyut/,"г Москва, ул Петровка, д 30/7",55.7681462,37.6143906
229,https://moskvichmag.ru/restorany-i-bary/lyulya-meze-humusy-tabule-v-maroon-arkadij-novikov-zovet-na-blizhnij-vostok/,"г Москва, пр-кт Кутузовский, д 2/1 стр 6",55.7523218,37.5667429
230,https://moskvichmag.ru/restorany-i-bary/udalos-li-klinskomu-myasokombinatu-sdelat-iz-chernogo-kabana-nastoyashhij-hamon-iberiko/,"г Москва, проезд Клинский",55.8690965,37.50141
231,https://moskvichmag.ru/restorany-i-bary/yaponskij-kichi-na-sretenke-ponravitsya-tem-kto-tsenit-horosho-prigotovlennuyu-rybu/,"г Москва, ул Сретенка, д 7",55.7673534,37.6312626
232,https://moskvichmag.ru/restorany-i-bary/shenli-na-gruzinskom-valu-vecherom-dimsamy-i-kurinye-lapki-nochyu-tantsy-dlya-svoih/,"г Москва, ул Грузинский Вал, д 11 стр 3",55.7743318,37.5789959
233,https://moskvichmag.ru/restorany-i-bary/v-choux-na-chistyh-prudah-gotovyat-chudo-kak-iz-garri-pottera-matcha-s-bryusselskoj-kapustoj/,"г Москва, б-р Чистопрудный, д 21",55.7605636,37.6462897
234,https://moskvichmag.ru/restorany-i-bary/v-novoj-mates-pizza-na-leningradke-mozhno-poprobovat-pitstsu-s-ugrem-i-strachatelloj/,"г Москва, ул Бронная М., д 16",55.7617064,37.5964888
235,https://moskvichmag.ru/restorany-i-bary/v-panaziatskom-redbox-sladkij-medved-s-klubnikoj-ne-daet-sovsem-zaskuchat-ot-sushi-rollov/,"г Москва, пер Камергерский, д 3А стр 2",55.760398,37.613494
236,https://moskvichmag.ru/restorany-i-bary/v-fevrale-hochetsya-zabyt-o-zozh-i-dozhdatsya-vesny-s-dzhemom-iz-bekona/,"г Москва, ул Маросейка, д 6/8 стр 1",55.7574733,37.6343415
237,https://moskvichmag.ru/restorany-i-bary/vo-vtorom-jpan-na-zabelina-stoit-brat-kushiyaki-iz-makreli-i-takoyaki-c-grebeshkom/,"г Москва, ул Забелина, д 9",55.7547979,37.6386559
238,https://moskvichmag.ru/restorany-i-bary/perelman-blinov-sage-moskva-eshhe-takogo-ne-videla/,"г Москва, ул 1-я Тверская-Ямская, д 21",55.7744977,37.5871979
239,https://moskvichmag.ru/restorany-i-bary/peruanskij-olluco-vyvodit-moskvu-na-novyj-uroven-vysokoj-gastronomii/,"г Москва, пер Даев, д 19",55.7703017,37.6379635
240,https://moskvichmag.ru/restorany-i-bary/pochemu-nashej-karamelnoj-pomadke-s-morskoj-solyu-ne-pomogaet-staryj-nadezhnyj-gost/,"г Москва, ул Балтийская",55.8090397,37.5139516
241,https://moskvichmag.ru/restorany-i-bary/smelyj-l-e-s-na-tverskom-predlagaet-zavtrakat-spirulinoj-latte-i-proroshhennoj-grechkoj/,"г Москва, б-р Тверской, д 9",55.7593619,37.5989504
242,https://moskvichmag.ru/restorany-i-bary/lui-na-bersenevskoj-podhodit-dlya-chinnyh-uzhinov-s-finalnym-shokom-ot-scheta/,"г Москва, наб Берсеневская, д 16 стр 9",55.7431432,37.6103762
243,https://moskvichmag.ru/restorany-i-bary/thali-i-karri-nameren-snyat-proklyatie-s-tverskoj-gde-horoshie-restorany-ne-prizhivayutsya/,"г Москва, ул Тверская, д 17",55.763379,37.6066517
244,https://moskvichmag.ru/restorany-i-bary/baklazhannuyu-parmidzhanu-iz-osteria-by-mandys-mozhno-est-hot-kazhdyj-den/,"г Москва, б-р Чистопрудный, д 12 стр 6",55.7616178,37.6420767
245,https://moskvichmag.ru/restorany-i-bary/v-anchovys-club-s-ego-kantabrijskimi-anchousami-kak-budto-otpravlyaeshsya-v-dorogoj-morskoj-kruiz/,"г Москва, пер Колокольников, д 3 стр 2",55.7681541,37.6248867
246,https://moskvichmag.ru/restorany-i-bary/v-brera-na-b-nikitskoj-legko-chuvstvovat-sebya-geroem-starogo-krasivogo-italyanskogo-filma/,"г Москва, ул Большая Никитская, д 24/1 стр 1",55.7572898,37.601476
247,https://moskvichmag.ru/restorany-i-bary/v-buryatskoj-orde-na-myasnitskoj-berite-sup-iz-baraniny-buuzy-s-rublenoj-govyadinoj-i-salamat/,"г Москва, ул Мясницкая, д 43 стр 2",55.7684161,37.642954
248,https://moskvichmag.ru/restorany-i-bary/izakaya-oshi-vidit-svoj-uspeh-v-adaptatsii-yaponskoj-kuhni-k-vkusam-publiki-s-patrikov/,"г Москва, ул Бронная М., д 22 стр 2",55.7629988,37.5950311
249,https://moskvichmag.ru/restorany-i-bary/pekarnya-kofejnya-litsej-napominaet-srazu-apteku-parfyumernyj-butik-i-piterskuyu-bulochnuyu/,"г Москва, пер Лялин, д 8 стр 2",55.7600538,37.6512037
250,https://moskvichmag.ru/restorany-i-bary/pridumannyj-v-nagoya-nesladkij-kronigiri-gibrid-kruassana-s-yaponskim-onigiri-zhutkij-proval/,"г Москва, ул Большая Серпуховская, д 8/7 стр 2",55.7286985,37.6239294
251,https://moskvichmag.ru/restorany-i-bary/adam-trendy-levantine-kak-budto-vklyuchil-solntse-zimoj-na-bolshoj-gruzinskoj/,"г Москва, ул Большая Грузинская, д 76",55.77356,37.586904
252,https://moskvichmag.ru/restorany-i-bary/balance-by-gudkate-vse-to-zhe-samoe-chto-i-vezde-tolko-dorozhe/,"г Москва, ул Льва Толстого, д 20",55.7353853,37.5849773
253,https://moskvichmag.ru/restorany-i-bary/layerz-bakery-teper-kormit-zavtrakami-schastlivyh-zhitelej-novoslobodskoj/,"г Москва, ул Новослободская, д 73 стр 1",55.7904432,37.5897086
254,https://moskvichmag.ru/restorany-i-bary/tomorrow-na-smolenskoj-dokazyvaet-chto-vegetarianstvo-sovsem-ne-skuchnoe-no-dorogoe/,"г Москва, пер 2-й Смоленский, д 1/4",55.7469729,37.5814247
255,https://moskvichmag.ru/restorany-i-bary/budete-v-bare-szputnyik-v-stoleshnikovom-berite-pleskavitsu-a-ne-vetnamskij-sendvich/,"г Москва, пер Столешников, д 6 стр 3",55.7615059,37.6122209
256,https://moskvichmag.ru/restorany-i-bary/v-la-mortazza-kannoli-nachinyayut-pryamo-pered-vami-sledovatelno-oni-nastoyashhie/,"г Москва, ул Сущёвская, д 9",55.7804733,37.6016902
257,https://moskvichmag.ru/restorany-i-bary/v-vysote-5642-s-kabardinskoj-kuhnej-hychiny-i-kasha-zhamuko-na-vysote/,"г Москва, ул Большая Якиманка, д 26",55.736194,37.6125834
258,https://moskvichmag.ru/restorany-i-bary/v-novom-bare-vinaga-stojkoe-oshhushhenie-chto-prishel-v-priyatnye-gosti/,"г Москва, ул Большая Грузинская, д 76",55.77356,37.586904
259,https://moskvichmag.ru/restorany-i-bary/v-restorane-ges-2-prostranstvo-glavnee-edy/,"г Москва, наб Болотная, влд 15",55.7426245,37.6118556
260,https://moskvichmag.ru/restorany-i-bary/novyj-agnets-na-bolshoj-gruzinskoj-iz-priyatnoj-porody-restoranov-s-mono-harakterom/,"г Москва, ул Большая Грузинская, д 76",55.77356,37.586904
261,https://moskvichmag.ru/restorany-i-bary/novyj-takahuli-v-nachale-lesnoj-izdevatelstvo-nad-gruzinskoj-kuhnej-i-horoshim-vkusom/,"г Москва, ул Лесная, д 3",55.7772369,37.5859731
262,https://moskvichmag.ru/restorany-i-bary/teper-iz-vinnogo-bara-13-mozhno-perejti-v-pivno-koktejlnyj-by-the-way-naprotiv/,"г Москва, ул 4-я Тверская-Ямская, д 6/12",55.7724995,37.5975786
263,https://moskvichmag.ru/restorany-i-bary/tilda-poshla-v-narod-naskolko-horosha-kyufta-v-mini-turkish-spot-prakticheski-na-tverskoj/,"г Москва, ул Тверская, д 19 стр 2",55.7655202,37.6031966
264,https://moskvichmag.ru/restorany-i-bary/v-lila-restaurant-ot-zayavlennoj-vysokoj-kuhni-zolotye-steny-dorogaya-posuda-i-tseny/,"г Москва, ул Сретенка, д 22/1 стр 1",55.7694292,37.6326177
265,https://moskvichmag.ru/restorany-i-bary/v-nord-22-na-m-bronnoj-severnaya-kuhnya-interpretiruetsya-maksimalno-shiroko-i-eto-horosho/,"г Москва, ул Бронная М., д 22",55.7629988,37.5950311
267,https://moskvichmag.ru/restorany-i-bary/v-obnovivshemsya-rombuse-na-b-ordynke-gotovyat-bez-preuvelicheniya-kak-v-lombardii/,"г Москва, ул Большая Ордынка, д 13/9 стр 1",55.7435081,37.6252563
268,https://moskvichmag.ru/restorany-i-bary/v-syrnoj-lavke-affinazh-idealnyj-novogodnij-gastronomicheskij-nabor-sobiraetsya-za-minutu/,"г Москва, ул Садовая-Самотёчная, д 11",55.7738568,37.617063
269,https://moskvichmag.ru/restorany-i-bary/gruppirovka-deep-fried-friends-otkryla-svoj-pervyj-restoran-na-yauzskoj-i-on-horosh/,"г Москва, ул Яузская, д 10/2 стр 4",55.7463061,37.6468923
270,https://moskvichmag.ru/restorany-i-bary/dizajn-i-atmosfera-novogo-muse-na-bolshoj-nikitskoj-interesnee-edy/,"г Москва, ул Большая Никитская, д 14/2 стр 7",55.7568563,37.605342
272,https://moskvichmag.ru/restorany-i-bary/na-1-m-etazhe-doma-kultur-snova-peremeny-na-etot-raz-fleksitarianstvo-ot-touch-of-matcha/,"г Москва, ул Сретенка, д 23/25 стр 1",55.7696336,37.6322195
273,https://moskvichmag.ru/restorany-i-bary/novyj-londri-vyglyadit-tak-prochno-i-osnovatelno-budto-emu-let-sto-ne-menshe/,"г Москва, пер Дмитровский, д 11",55.7626434,37.6172241
274,https://moskvichmag.ru/restorany-i-bary/svetlo-ryzhee-maslo-ot-dzhersejskih-korov-iz-organic-club-pahnet-letom/,"г Москва, ул Спиридоновка, д 34 стр 1",55.7625352,37.5899554
275,https://moskvichmag.ru/restorany-i-bary/giulietta-please-stop-crying-nastoyashhaya-chiketeriya-s-luchshej-pastoj-s-govyadinoj-v-moskve/,"г Москва, б-р Никитский, д 12",55.7553212,37.6005218
277,https://moskvichmag.ru/restorany-i-bary/parnik-otlichaetsya-ot-drugih-fudkortov-mini-fermoj-i-vegetarianskoj-napravlennostyu/,"г Москва, ул Кузнецкий Мост, д 20/6/9 стр 1",55.7618871,37.6242338
